Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
66,60,6,76.0,9591,2,,1,1,1,1,1,16,3,3,1.0,4,8,5,2004,2005,2,2,15,15,2.0,344.0,2,3,3,1.0,3.0,2.0,6.0,0,6.0,0,1143,1143,2,1,1,1.0,1143,1330,0,2473,0,0,2,1,4,1,2,9,1,1,2.0,4.0,2004.0,2.0,3,852,3.0,3.0,1,192,151,0,0,0,0,,,,0,10,2007,1,1,317000
67,20,6,,19900,2,,1,1,1,1,1,13,7,3,1.0,1,7,5,1970,1989,2,2,11,11,2.0,287.0,3,3,2,2.0,3.0,1.0,1.0,912,6.0,0,1035,1947,2,3,1,1.0,2207,0,0,2207,1,0,2,0,3,1,3,7,2,1,2.0,2.0,1970.0,2.0,2,576,3.0,3.0,1,301,0,0,0,0,0,,,,0,7,2010,1,1,180000
68,20,6,72.0,10665,2,,2,1,1,1,1,6,3,3,1.0,1,7,5,2003,2003,2,2,15,15,2.0,167.0,2,3,3,2.0,3.0,2.0,1.0,1013,6.0,0,440,1453,2,1,1,1.0,1479,0,0,1479,1,0,2,0,3,1,2,7,1,0,,2.0,2003.0,2.0,2,558,3.0,3.0,1,144,29,0,0,0,0,,,,0,6,2007,1,1,226000
69,30,8,47.0,4608,2,,1,1,1,2,1,18,1,3,1.0,1,4,6,1945,1950,2,2,9,9,4.0,0.0,3,2,2,3.0,3.0,4.0,6.0,0,6.0,0,747,747,2,3,1,1.0,747,0,0,747,0,0,1,0,2,1,3,4,1,0,,2.0,1945.0,3.0,1,220,3.0,3.0,1,0,0,0,0,0,0,,,,0,6,2010,1,1,80000
70,50,6,81.0,15593,2,,1,1,1,2,1,5,3,3,1.0,2,7,4,1953,1953,2,2,4,1,4.0,0.0,2,3,2,3.0,3.0,4.0,3.0,603,6.0,0,701,1304,3,3,1,1.0,1304,983,0,2287,0,0,2,0,3,1,3,7,1,1,3.0,2.0,1953.0,1.0,2,667,3.0,3.0,1,0,21,114,0,0,0,,,,0,7,2006,1,1,225000
71,20,6,95.0,13651,2,,2,1,1,1,1,13,3,3,1.0,1,7,6,1973,1973,2,2,11,11,2.0,1115.0,3,2,2,2.0,3.0,1.0,2.0,1880,6.0,0,343,2223,2,1,1,1.0,2223,0,0,2223,1,0,2,0,3,1,3,8,1,2,2.0,2.0,1973.0,1.0,2,516,3.0,3.0,1,300,0,0,0,0,0,,,,0,2,2007,1,1,244000
72,20,6,69.0,7599,2,,1,1,1,2,1,12,3,3,1.0,1,4,6,1982,2006,2,2,7,11,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,565,6.0,0,280,845,2,3,1,1.0,845,0,0,845,1,0,1,0,2,1,3,4,1,0,,6.0,1987.0,3.0,2,360,3.0,3.0,1,0,0,0,0,0,0,,,,0,6,2007,1,1,129500
73,60,6,74.0,10141,2,,2,1,1,2,1,9,3,3,1.0,4,7,5,1998,1998,2,2,15,15,2.0,40.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,832,832,2,2,1,1.0,885,833,0,1718,0,0,2,1,3,1,3,7,1,1,3.0,2.0,1998.0,1.0,2,427,3.0,3.0,1,0,94,0,0,291,0,,,,0,12,2009,1,1,185000
74,20,6,85.0,10200,2,,1,1,1,1,1,13,3,3,1.0,1,5,7,1954,2003,2,2,16,16,2.0,104.0,3,3,2,3.0,3.0,4.0,2.0,320,3.0,362,404,1086,2,2,1,1.0,1086,0,0,1086,1,0,1,0,3,1,3,6,1,0,,2.0,1989.0,3.0,2,490,3.0,3.0,1,0,0,0,0,0,0,,3.0,,0,5,2010,1,1,144900
75,50,8,60.0,5790,2,,1,1,1,2,1,18,3,3,1.0,4,3,6,1915,1950,3,2,15,15,4.0,0.0,2,2,2,4.0,3.0,4.0,6.0,0,6.0,0,840,840,2,2,0,1.0,840,765,0,1605,0,0,2,0,3,2,3,8,1,0,,6.0,1915.0,3.0,1,379,3.0,3.0,1,0,0,202,0,0,0,,,,0,5,2010,1,1,107400
76,180,8,21.0,1596,2,,1,1,1,1,1,11,3,3,4.5,8,4,5,1973,1973,2,2,6,6,4.0,0.0,3,3,2,2.0,3.0,1.0,1.0,462,6.0,0,0,462,2,3,1,1.0,526,462,0,988,1,0,1,0,2,1,3,5,1,0,,4.0,1973.0,3.0,1,297,3.0,3.0,1,120,101,0,0,0,0,,3.0,,0,11,2009,1,1,91000
77,20,6,,8475,2,,2,1,1,1,1,13,3,3,1.0,1,4,7,1956,1956,2,2,15,15,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,228,6.0,0,724,952,2,1,1,2.0,952,0,0,952,0,0,1,0,2,1,3,4,1,0,,6.0,1956.0,3.0,1,283,3.0,3.0,1,0,0,0,0,0,0,,,,0,4,2008,1,1,135750
78,50,8,50.0,8635,2,,1,1,1,1,1,4,3,3,1.0,2,5,5,1948,2001,2,2,16,16,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,336,1.0,41,295,672,2,3,1,1.0,1072,213,0,1285,1,0,1,0,2,1,3,6,2,0,,6.0,1948.0,3.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,2.0,,0,1,2008,1,1,127000
79,90,6,72.0,10778,2,,1,1,1,1,1,20,3,3,3.0,1,4,5,1968,1968,4,2,7,7,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,1768,1768,2,3,0,1.0,1768,0,0,1768,0,0,2,0,4,2,3,8,1,0,,,,,0,0,,,1,0,0,0,0,0,0,,,,0,4,2010,1,1,136500
80,50,8,60.0,10440,2,1.0,1,1,1,2,1,18,3,3,1.0,4,5,6,1910,1981,2,2,16,16,4.0,0.0,3,3,3,3.0,3.0,4.0,6.0,0,6.0,0,440,440,2,2,1,1.0,682,548,0,1230,0,0,1,1,2,1,3,5,1,0,,6.0,1966.0,3.0,2,440,3.0,3.0,1,74,0,128,0,0,0,,2.0,,0,5,2009,1,1,110000
81,60,6,100.0,13000,2,,1,1,1,2,1,13,3,3,1.0,4,6,6,1968,1968,2,2,15,15,2.0,576.0,3,2,2,2.0,3.0,4.0,4.0,448,6.0,0,448,896,2,3,1,1.0,1182,960,0,2142,0,0,2,1,4,1,2,8,1,1,2.0,2.0,1968.0,1.0,1,509,3.0,3.0,1,0,72,0,0,252,0,,,,0,6,2009,1,1,193500
82,120,8,32.0,4500,2,,1,1,1,4,1,12,3,3,4.0,1,6,5,1998,1998,4,2,15,15,2.0,443.0,3,2,3,1.0,2.0,4.0,1.0,1201,6.0,0,36,1237,2,1,1,1.0,1337,0,0,1337,1,0,2,0,2,1,3,5,1,0,,2.0,1998.0,1.0,2,405,3.0,3.0,1,0,199,0,0,0,0,,,,0,3,2006,1,1,153500
83,20,6,78.0,10206,2,,1,1,1,1,1,22,3,3,1.0,1,8,5,2007,2007,2,2,15,15,5.0,468.0,3,3,3,2.0,3.0,4.0,1.0,33,6.0,0,1530,1563,2,1,1,1.0,1563,0,0,1563,0,0,2,0,3,1,2,6,1,1,2.0,2.0,2007.0,2.0,3,758,3.0,3.0,1,144,99,0,0,0,0,,,,0,10,2008,1,1,245000
84,20,6,80.0,8892,2,,2,1,1,1,1,13,3,3,1.0,1,5,5,1960,1960,2,2,9,9,1.0,66.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,1065,1065,2,2,1,1.0,1065,0,0,1065,0,0,1,1,3,1,3,6,1,0,,6.0,1974.0,3.0,2,461,3.0,3.0,1,74,0,0,0,0,0,,,,0,7,2007,5,1,126500
85,80,6,,8530,2,,2,1,1,1,1,9,3,3,1.0,8,7,5,1995,1996,2,2,7,7,2.0,22.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,384,384,2,2,1,1.0,804,670,0,1474,0,0,2,1,3,1,3,7,1,1,3.0,4.0,1995.0,1.0,2,400,3.0,3.0,1,120,72,0,0,0,0,,,4.0,700,5,2009,1,1,168500
86,60,6,121.0,16059,2,,1,1,1,2,1,14,3,3,1.0,4,8,5,1991,1992,4,2,7,7,2.0,284.0,2,3,2,2.0,3.0,4.0,6.0,0,6.0,0,1288,1288,2,1,1,1.0,1301,1116,0,2417,0,0,2,1,4,1,2,9,1,1,3.0,2.0,1991.0,3.0,2,462,3.0,3.0,1,127,82,0,0,0,0,,,,0,4,2006,1,1,260000
87,60,6,122.0,11911,2,,3,1,1,1,1,9,3,3,1.0,4,6,5,2005,2005,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,2.0,6.0,0,6.0,0,684,684,2,1,1,1.0,684,876,0,1560,0,0,2,1,3,1,2,6,1,1,2.0,4.0,2005.0,1.0,2,400,3.0,3.0,1,100,38,0,0,0,0,,,,0,3,2009,1,1,174000
88,160,3,40.0,3951,2,2.0,1,1,1,2,1,22,3,3,4.0,4,6,5,2009,2009,2,2,15,15,5.0,76.0,2,3,3,2.0,3.0,2.0,6.0,0,6.0,0,612,612,2,1,1,1.0,612,612,0,1224,0,0,2,1,2,1,2,4,1,0,,6.0,2009.0,2.0,2,528,3.0,3.0,1,0,234,0,0,0,0,,,,0,6,2009,4,6,164500
89,50,2,105.0,8470,2,,2,1,1,2,1,10,2,2,1.0,2,3,2,1915,1982,4,2,11,11,4.0,0.0,4,4,2,3.0,4.0,4.0,6.0,0,6.0,0,1013,1013,2,3,0,1.0,1013,0,513,1526,0,0,1,0,2,1,4,6,1,0,,,,,0,0,,,3,0,0,156,0,0,0,,2.0,,0,10,2009,9,2,85000
90,20,6,60.0,8070,2,,1,1,1,1,1,6,3,3,1.0,1,4,5,1994,1995,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,4.0,1.0,588,6.0,0,402,990,2,1,1,1.0,990,0,0,990,1,0,1,0,3,1,3,5,1,0,,,,,0,0,,,1,0,0,0,0,0,0,,,,0,8,2007,1,1,123600
91,20,6,60.0,7200,2,,1,1,1,1,1,13,3,3,1.0,1,4,5,1950,1950,2,2,4,16,4.0,0.0,3,3,4,,,,,0,,0,0,0,2,3,1,2.0,1040,0,0,1040,0,0,1,0,2,1,3,4,1,0,,6.0,1950.0,3.0,2,420,3.0,3.0,1,0,29,0,0,0,0,,,,0,7,2006,1,1,109900
92,20,6,85.0,8500,2,,1,1,1,1,1,13,3,3,1.0,1,5,3,1961,1961,4,2,7,7,1.0,203.0,3,3,2,3.0,3.0,4.0,4.0,600,6.0,0,635,1235,2,3,1,1.0,1235,0,0,1235,0,0,1,0,2,1,3,6,1,0,,2.0,1961.0,3.0,2,480,3.0,3.0,1,0,0,0,0,0,0,,3.0,,0,12,2006,1,2,98600
93,30,6,80.0,13360,2,1.0,2,3,1,1,1,7,3,3,1.0,1,5,7,1921,2006,2,2,16,16,4.0,0.0,3,2,1,2.0,3.0,4.0,2.0,713,6.0,0,163,876,2,1,1,1.0,964,0,0,964,1,0,1,0,2,1,3,5,1,0,,6.0,1921.0,3.0,2,432,3.0,3.0,1,0,0,44,0,0,0,,,,0,8,2009,1,1,163500
94,190,2,60.0,7200,2,,1,1,1,2,1,18,3,3,2.0,6,6,6,1910,1998,4,2,9,9,4.0,0.0,3,3,1,3.0,4.0,3.0,4.0,1046,6.0,0,168,1214,3,1,0,1.0,1260,1031,0,2291,0,1,2,0,4,2,3,9,1,1,2.0,6.0,1900.0,3.0,2,506,3.0,3.0,1,0,0,0,0,99,0,,,,0,11,2007,1,1,133900
95,60,6,69.0,9337,2,,2,1,1,1,1,6,3,3,1.0,4,6,5,1997,1997,2,2,15,15,4.0,0.0,3,2,3,2.0,3.0,4.0,1.0,648,6.0,0,176,824,2,1,1,1.0,905,881,0,1786,1,0,2,1,3,1,2,7,1,0,,2.0,1997.0,2.0,2,684,3.0,3.0,1,0,162,0,0,0,0,,,,0,5,2007,1,1,204750
96,60,6,,9765,2,,3,1,1,2,1,9,3,3,1.0,4,6,8,1993,1993,2,2,15,15,2.0,68.0,1,2,3,2.0,2.0,4.0,2.0,310,6.0,0,370,680,2,2,1,1.0,680,790,0,1470,0,0,2,1,3,1,3,6,1,1,3.0,4.0,1993.0,1.0,2,420,3.0,3.0,1,232,63,0,0,0,0,,,4.0,480,4,2009,1,1,185000
97,20,6,78.0,10264,2,,2,1,1,1,1,6,3,3,1.0,1,7,5,1999,1999,2,2,15,15,2.0,183.0,2,3,3,2.0,3.0,2.0,2.0,1162,6.0,0,426,1588,2,1,1,1.0,1588,0,0,1588,0,0,2,0,3,1,2,6,1,0,,2.0,1999.0,2.0,2,472,3.0,3.0,1,158,29,0,0,0,0,,,,0,8,2006,1,1,214000
98,20,6,73.0,10921,2,,1,3,1,1,1,8,3,3,1.0,1,4,5,1965,1965,4,2,7,7,2.0,48.0,3,3,2,3.0,3.0,4.0,4.0,520,6.0,0,440,960,2,3,1,3.0,960,0,0,960,1,0,1,0,3,1,3,6,1,0,,2.0,1965.0,1.0,1,432,3.0,3.0,2,120,0,0,0,0,0,,,,0,5,2007,1,1,94750
99,30,6,85.0,10625,2,,1,1,1,2,1,8,3,3,1.0,1,5,5,1920,1950,2,2,16,16,4.0,0.0,3,3,1,3.0,3.0,4.0,2.0,108,6.0,0,350,458,2,4,0,1.0,835,0,0,835,0,0,1,0,2,1,3,5,1,0,,3.0,1920.0,3.0,1,366,4.0,3.0,1,0,0,77,0,0,0,,,4.0,400,5,2010,5,2,83000
100,20,6,77.0,9320,2,,2,1,1,1,1,13,3,3,1.0,1,4,5,1959,1959,2,2,11,11,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,569,6.0,0,381,950,2,4,1,1.0,1225,0,0,1225,1,0,1,1,3,1,3,6,1,0,,,,,0,0,,,1,352,0,0,0,0,0,,,4.0,400,1,2010,1,1,128950
101,20,6,,10603,2,,2,1,1,1,1,17,3,3,1.0,1,6,7,1977,2001,2,2,11,11,2.0,28.0,3,3,3,3.0,3.0,3.0,2.0,1200,6.0,0,410,1610,2,2,1,1.0,1610,0,0,1610,1,0,2,0,3,1,2,6,1,2,3.0,2.0,1977.0,2.0,2,480,3.0,3.0,1,168,68,0,0,0,0,,,,0,2,2010,1,1,205000
102,60,6,77.0,9206,2,,1,1,1,1,1,21,3,3,1.0,4,6,5,1985,1985,2,2,7,7,2.0,336.0,2,3,2,2.0,3.0,4.0,6.0,0,6.0,0,741,741,2,3,1,1.0,977,755,0,1732,0,0,2,1,3,1,2,7,1,1,3.0,2.0,1985.0,1.0,2,476,3.0,3.0,1,192,46,0,0,0,0,,,,0,6,2010,1,1,178000
103,90,6,64.0,7018,2,,1,2,1,1,1,21,3,3,3.0,1,5,5,1979,1979,2,2,7,7,4.0,0.0,3,4,4,,,,,0,,0,0,0,2,3,1,1.0,1535,0,0,1535,0,0,2,0,4,2,3,8,1,0,,2.0,1979.0,3.0,2,410,3.0,3.0,1,0,0,0,0,0,0,,,,0,6,2009,1,4,118964
104,20,6,94.0,10402,2,,2,1,1,2,1,6,3,3,1.0,1,7,5,2009,2009,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1226,1226,2,1,1,1.0,1226,0,0,1226,0,0,2,0,3,1,2,6,1,0,,2.0,2009.0,2.0,3,740,3.0,3.0,1,0,36,0,0,0,0,,,,0,5,2010,1,1,198900
105,50,8,,7758,2,,1,1,1,2,1,10,3,3,1.0,2,7,4,1931,1950,2,2,14,14,2.0,600.0,3,4,3,3.0,3.0,4.0,5.0,224,6.0,0,816,1040,2,1,1,3.0,1226,592,0,1818,0,0,1,1,4,1,3,7,1,2,3.0,6.0,1951.0,3.0,1,240,3.0,3.0,1,0,0,0,0,184,0,,,,0,6,2007,1,1,169500
106,60,3,75.0,9375,2,,1,1,1,1,1,22,3,3,1.0,4,8,5,2003,2004,4,2,15,15,2.0,768.0,2,3,3,1.0,3.0,4.0,6.0,0,6.0,0,1053,1053,2,1,1,1.0,1053,939,0,1992,0,0,2,1,3,1,2,9,1,1,2.0,2.0,2003.0,2.0,2,648,3.0,3.0,1,140,45,0,0,0,0,,,,0,8,2008,1,1,250000
107,30,8,60.0,10800,2,1.0,1,1,1,1,1,18,3,3,1.0,1,4,7,1885,1995,5,2,15,15,4.0,0.0,3,3,1,4.0,3.0,4.0,6.0,0,6.0,0,641,641,2,2,1,1.0,1047,0,0,1047,0,0,1,0,2,1,3,6,1,0,,6.0,1954.0,3.0,1,273,4.0,4.0,3,0,0,0,0,0,0,,,4.0,450,8,2007,1,1,100000
108,20,8,50.0,6000,2,,1,1,1,1,1,18,3,3,1.0,1,5,5,1948,1950,2,2,15,15,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,104,3.0,169,516,789,2,1,1,1.0,789,0,0,789,0,0,1,0,2,1,3,5,1,0,,6.0,1948.0,3.0,1,250,3.0,3.0,1,0,0,0,0,0,0,,,,0,4,2008,1,6,115000
109,50,8,85.0,8500,2,,1,1,1,2,1,10,1,3,1.0,2,5,7,1919,2005,2,2,6,6,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,793,793,3,3,0,3.0,997,520,0,1517,0,0,2,0,3,1,4,7,1,0,,,,,0,0,,,3,0,0,144,0,0,0,,,,0,8,2007,1,1,115000
110,20,6,105.0,11751,2,,2,1,1,1,1,17,3,3,1.0,1,6,6,1977,1977,4,2,11,11,2.0,480.0,3,3,2,2.0,3.0,4.0,3.0,705,6.0,0,1139,1844,2,1,1,1.0,1844,0,0,1844,0,0,2,0,3,1,3,7,1,1,3.0,2.0,1977.0,2.0,2,546,3.0,3.0,1,0,122,0,0,0,0,,2.0,,0,1,2010,5,1,190000
111,50,6,75.0,9525,2,,1,1,1,1,1,8,3,3,1.0,2,6,4,1954,1972,2,2,16,16,4.0,0.0,3,3,2,3.0,4.0,4.0,4.0,444,6.0,0,550,994,2,2,1,1.0,1216,639,0,1855,0,0,2,0,4,1,3,7,1,0,,2.0,1954.0,3.0,1,325,3.0,3.0,1,182,0,0,0,0,0,,,,0,10,2006,1,1,136900
112,80,6,,7750,2,,2,1,1,1,1,9,3,3,1.0,8,7,5,2000,2000,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,4.0,1.0,250,6.0,0,134,384,2,1,1,1.0,774,656,0,1430,0,0,2,1,3,1,3,7,1,1,3.0,4.0,2000.0,1.0,2,400,3.0,3.0,1,180,0,0,0,0,0,,,,0,4,2010,1,1,180000
113,60,6,77.0,9965,2,,1,1,1,1,1,6,3,3,1.0,4,7,5,2007,2007,2,2,15,15,5.0,220.0,2,3,3,1.0,3.0,2.0,1.0,984,6.0,0,280,1264,2,1,1,1.0,1282,1414,0,2696,1,0,2,1,4,1,1,10,1,1,2.0,4.0,2007.0,1.0,3,792,3.0,3.0,1,120,184,0,0,168,0,,,,0,10,2007,4,6,383970
114,20,6,,21000,2,,1,2,1,2,1,7,3,3,1.0,1,6,5,1953,1953,4,2,16,16,2.0,184.0,3,2,2,2.0,3.0,3.0,2.0,35,4.0,869,905,1809,2,3,1,1.0,2259,0,0,2259,1,0,2,0,3,1,2,7,1,2,2.0,3.0,1953.0,3.0,2,450,3.0,3.0,1,166,120,192,0,0,0,,2.0,,0,10,2007,5,2,217000
115,70,6,61.0,7259,2,,2,1,1,1,2,7,3,3,1.0,4,6,8,1945,2002,3,2,16,16,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,774,5.0,150,104,1028,2,1,1,1.0,1436,884,0,2320,1,0,2,1,3,1,2,9,1,1,3.0,6.0,1945.0,3.0,1,180,3.0,3.0,1,224,0,0,0,0,0,,2.0,,0,7,2007,1,1,259500
116,160,3,34.0,3230,2,2.0,1,1,1,2,1,22,3,3,4.0,4,6,5,1999,1999,2,2,9,9,2.0,1129.0,3,3,3,2.0,3.0,4.0,1.0,419,6.0,0,310,729,2,2,1,1.0,729,729,0,1458,0,0,2,1,2,1,3,5,1,1,4.0,6.0,1999.0,3.0,2,440,3.0,3.0,1,0,32,0,0,0,0,,,,0,6,2007,1,1,176000
117,20,6,,11616,2,,1,1,1,1,1,20,3,3,1.0,1,5,5,1962,1962,2,2,16,16,2.0,116.0,3,3,2,3.0,3.0,4.0,5.0,170,3.0,670,252,1092,2,3,1,1.0,1092,0,0,1092,0,1,1,0,3,1,3,6,1,1,5.0,2.0,1962.0,3.0,1,288,3.0,3.0,1,0,20,144,0,0,0,,,,0,9,2009,1,1,139000
118,20,6,74.0,8536,2,,1,1,1,2,1,8,3,3,1.0,1,5,5,2006,2007,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1125,1125,2,2,1,1.0,1125,0,0,1125,0,0,1,1,2,1,3,5,1,0,,2.0,2007.0,3.0,2,430,3.0,3.0,1,80,64,0,0,0,0,,,,0,4,2007,4,6,155000
119,60,6,90.0,12376,2,,1,1,1,2,1,21,3,3,1.0,4,7,5,1990,1990,4,2,11,11,4.0,0.0,3,3,3,2.0,3.0,3.0,1.0,1470,6.0,0,203,1673,2,2,1,1.0,1699,1523,0,3222,1,0,3,0,5,1,2,11,1,2,3.0,2.0,1990.0,3.0,3,594,3.0,3.0,1,367,0,0,0,0,0,,,,0,5,2010,1,1,320000
120,60,6,65.0,8461,2,,1,1,1,1,1,6,3,3,1.0,4,6,5,2005,2006,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,728,728,2,1,1,1.0,728,728,0,1456,0,0,2,1,3,1,2,8,1,1,2.0,2.0,2005.0,1.0,2,390,3.0,3.0,1,0,24,0,0,0,0,,,,0,7,2006,4,6,163990
121,80,6,,21453,2,,2,4,1,3,3,5,3,3,1.0,8,6,5,1969,1969,1,4,11,11,4.0,0.0,3,3,2,3.0,3.0,1.0,2.0,938,6.0,0,0,938,2,1,1,1.0,988,0,0,988,1,0,1,0,1,1,3,4,1,2,3.0,2.0,1969.0,3.0,2,540,3.0,3.0,1,0,130,0,130,0,0,,,,0,10,2006,1,1,180000
122,50,8,50.0,6060,2,,1,1,1,1,1,10,3,3,1.0,2,4,5,1939,1950,2,2,1,1,4.0,0.0,3,3,3,3.0,3.0,4.0,6.0,0,6.0,0,732,732,2,2,1,1.0,772,351,0,1123,0,0,1,0,3,1,3,4,1,0,,6.0,1979.0,3.0,1,264,3.0,3.0,2,0,0,140,0,0,0,,2.0,,0,6,2007,1,1,100000
123,20,6,75.0,9464,2,,1,1,1,2,1,13,3,3,1.0,1,6,7,1958,1958,4,2,9,9,2.0,135.0,3,2,2,3.0,3.0,4.0,3.0,570,6.0,0,510,1080,2,2,1,1.0,1080,0,0,1080,0,0,1,0,3,1,3,5,1,0,,2.0,1958.0,3.0,1,288,3.0,3.0,1,0,0,0,0,130,0,,,,0,6,2008,1,1,136000
124,120,6,55.0,7892,2,,1,1,1,1,1,21,3,3,4.0,1,6,5,1993,1993,2,2,11,11,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,300,6.0,0,899,1199,2,1,1,1.0,1199,0,0,1199,0,0,2,0,2,1,2,5,1,0,,2.0,1993.0,2.0,2,530,3.0,3.0,1,0,63,0,0,0,0,,,,0,3,2008,1,1,153900
125,20,6,48.0,17043,2,,2,1,1,3,1,17,3,3,1.0,1,6,5,1979,1998,2,2,7,7,4.0,0.0,3,2,2,2.0,4.0,4.0,6.0,0,6.0,0,1362,1362,2,3,1,1.0,1586,0,0,1586,0,0,2,0,3,1,3,7,1,1,3.0,2.0,1979.0,3.0,2,435,3.0,3.0,1,192,0,0,0,0,0,,,,0,1,2009,1,1,181000
126,190,8,60.0,6780,2,,1,1,1,1,1,10,3,3,2.0,2,6,8,1935,1982,2,2,16,16,4.0,0.0,3,4,2,3.0,3.0,2.0,1.0,490,6.0,0,30,520,2,2,0,1.0,520,0,234,754,1,0,1,0,2,1,3,5,1,0,,,,,0,0,,,3,53,0,0,0,0,0,,,,0,6,2006,1,1,84500
127,120,6,,4928,2,,2,1,1,1,1,15,3,3,4.0,1,6,5,1976,1976,2,2,11,11,4.0,0.0,3,3,2,2.0,3.0,4.0,2.0,120,6.0,0,958,1078,2,3,1,1.0,958,0,0,958,0,0,2,0,2,1,3,5,1,1,3.0,2.0,1977.0,2.0,2,440,3.0,3.0,1,0,205,0,0,0,0,,,,0,2,2007,1,1,128000
128,45,8,55.0,4388,2,,2,2,1,1,1,18,2,3,1.0,3,5,7,1930,1950,2,2,17,16,4.0,0.0,3,2,1,3.0,3.0,4.0,5.0,116,6.0,0,556,672,2,1,1,1.0,840,0,0,840,0,0,1,0,3,1,3,5,1,1,3.0,,,,0,0,,,3,0,0,0,0,0,0,,,,0,6,2007,1,1,87000
129,60,6,69.0,7590,2,,1,1,1,1,1,13,6,3,1.0,4,6,5,1966,1966,2,2,15,15,2.0,266.0,3,3,2,3.0,3.0,4.0,3.0,512,6.0,0,148,660,2,3,1,1.0,660,688,0,1348,0,0,1,1,3,1,3,6,1,1,4.0,2.0,1966.0,2.0,2,453,3.0,3.0,1,188,108,0,0,0,0,,,,0,7,2006,1,1,155000
130,20,6,69.0,8973,2,,1,1,1,1,1,13,3,3,1.0,1,5,7,1958,1991,2,2,11,11,2.0,85.0,3,3,2,3.0,3.0,4.0,4.0,567,3.0,28,413,1008,2,3,1,2.0,1053,0,0,1053,0,1,1,1,3,1,1,6,1,0,,1.0,1998.0,2.0,2,750,3.0,3.0,1,0,80,0,180,0,0,,4.0,,0,7,2006,1,2,150000
131,60,6,88.0,14200,2,,1,1,1,2,1,13,3,3,1.0,4,7,6,1966,1966,2,2,9,9,2.0,309.0,3,3,2,3.0,3.0,4.0,4.0,445,6.0,0,479,924,2,1,1,1.0,1216,941,0,2157,0,0,2,1,4,1,2,8,1,2,2.0,2.0,1966.0,1.0,2,487,3.0,3.0,1,105,66,0,0,0,0,,1.0,,0,5,2006,1,1,226000
132,60,6,,12224,2,,2,1,1,2,1,9,3,3,1.0,4,6,5,2000,2000,2,2,15,15,2.0,40.0,2,3,3,2.0,3.0,4.0,1.0,695,6.0,0,297,992,2,1,1,1.0,1022,1032,0,2054,1,0,2,1,3,1,2,7,1,1,3.0,4.0,2000.0,2.0,2,390,3.0,3.0,1,24,48,0,0,0,0,,,,0,7,2009,1,1,244000
133,20,6,75.0,7388,2,,1,1,1,2,1,13,3,3,1.0,1,5,6,1959,2002,2,2,9,9,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,405,6.0,0,658,1063,2,2,1,1.0,1327,0,0,1327,1,0,1,0,3,1,2,7,1,0,,6.0,1974.0,3.0,2,624,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2007,1,1,150750
